1721	bus	veh	neg-towards	-0.92	you have obviously never stood outside a bus stop/train station.	2009-02-21T23:27:00
DoMakeSayThink	Churches	per	neg-towards	-0.251111111	"Churches take an active part in the community, offering help to the less fortunate."	2008-07-29T13:46:00
DoMakeSayThink	Churches	per	pos-towards	-0.251111111	"Churches take an active part in the community, offering help to the less fortunate."	2008-07-29T13:46:00
DoMakeSayThink	community	gpe	pos-towards	1.032222222	"Churches take an active part in the community, offering help to the less fortunate."	2008-07-29T13:46:00
DoMakeSayThink	conman	per	neg-towards	-0.733333333	"A man whose previous job was that of science fiction author, and who is recorded as being a habitual liar and conman."	2008-07-29T14:18:00
DoMakeSayThink	man	per	pos-towards	1.141111111	"Not when, as has been pointed out earlier in this thread, the beliefs of Scientology are sourced from a man who has been quoted as saying that creating a religion is the best way of making money."	2008-07-29T14:18:00
DoMakeSayThink	sources	per	pos-towards	0.596666667	"The beliefs in themselves may not seem to make any more sense, but their sources are wildly different."	2008-07-29T14:18:00
DoMakeSayThink	whose	per	neg-towards	-0.313333333	"A man whose previous job was that of science fiction author, and who is recorded as being a habitual liar and conman."	2008-07-29T14:18:00
DoMakeSayThink	world	loc	pos-towards	1.335555556	"Bibles are often given away free, and are available cheaply throughout the world."	2008-07-29T13:46:00
Dr.Black Knight	London	gpe	pos-towards	1.848888889	"I like London, New York is relatively new compared to London."	2010-02-21T16:44:00
Dr.Black Knight	New York London	gpe	pos-towards	1.848888889	"I like London, New York is relatively new compared to London."	2010-02-21T16:44:00
duke5	aspirant	per	pos-towards	1.483333333	"Some Conservatives may believe that the BNP or UKIP now espouse their true beliefs but usually the Tory voter is aspirant, middle-class, who wants to pursue a stable financial grounding for his/her kin rather than wanting to deport non-whites like the BNP want."	2009-02-21T20:44:00
duke5	BNP and Front Nationale	org	pos-towards	1.141111111	"Some Conservatives may believe that the BNP or UKIP now espouse their true beliefs but usually the Tory voter is aspirant, middle-class, who wants to pursue a stable financial grounding for his/her kin rather than wanting to deport non-whites like the BNP want."	2009-02-21T20:44:00
duke5	BNP and Front Nationale	org	pos-towards	2.113333333	"We're discussing the British turn of events and I aruge that we have never been a nation that votes for parties like the BNP, we switch between centrist/centre-left in the good times and centre-right in the bad times, we untypically reject nationalism unlike your European/French example(s)."	2009-02-21T21:12:00
duke5	BNP and Front Nationale	org	pos-towards	1.125555556	"It is clear, and has been for some time, that the BNP is overwhelmingly benefiting from disenchanted Labour voters, voting for the Right (Con) is tribally frowned upon so is not even given an educated thought and they do not trust nor understand the Libs."	2009-02-21T21:12:00
duke5	Conservative	org	pos-towards	1.483333333	"Some Conservatives may believe that the BNP or UKIP now espouse their true beliefs but usually the Tory voter is aspirant, middle-class, who wants to pursue a stable financial grounding for his/her kin rather than wanting to deport non-whites like the BNP want."	2009-02-21T20:44:00
duke5	duke5	per	pos-towards	0.596666667	"My point here is, the UK is somewhat different."	2009-02-21T21:12:00
duke5	family	per	pos-towards	1.234444444	Legislating against the family; against the father; the man-in-work.	2009-02-21T21:30:00
duke5	father	per	pos-towards	1.234444444	Legislating against the family; against the father; the man-in-work.	2009-02-21T21:30:00
duke5	French	gpe	pos-towards	1.094444444	"Your example about one guy in France, I'm sorry means nothing."	2009-02-21T21:12:00
duke5	JMonkey Pavliks	per	neg-towards	-1.184444444	"Howard, I am intensely stunned by your post count. 26,000 posts, I'm sorry that's just not right."	2009-02-21T20:17:00
duke5	JMonkey Pavliks	per	neg-towards	-0.951111111	You've just made that up in a desperate attempt to clump the Tories with the far right.	2009-02-21T23:39:00
duke5	JMonkey Pavliks	per	pos-towards	1.016666667	"You are right of course, it is sporadic."	2009-02-21T20:44:00
duke5	kid	per	pos-towards	0.884444444	Grow up kid.	2009-02-21T23:39:00
duke5	Libs	per	neg-towards	-1.417777778	"It is clear, and has been for some time, that the BNP is overwhelmingly benefiting from disenchanted Labour voters, voting for the Right (Con) is tribally frowned upon so is not even given an educated thought and they do not trust nor understand the Libs."	2009-02-21T21:12:00
duke5	Margaret Thatcher	per	neg-towards	-1.013333333	Despite the fact that Thatcher abolished the working class about 20 years ago.	2009-02-21T20:44:00
duke5	ministers	per	neg-towards	-1.69	It is an uncomfortable truth for Labour ministers and MPs to accept but their voters set of beliefs and attitudes are actually rather distant from themselves and they have engenered within their own tenure an uncomfortable swing to nationalism as a direct response to their policies.	2009-02-21T21:12:00
duke5	ministers	per	pos-towards	2.066666667	It is an uncomfortable truth for Labour ministers and MPs to accept but their voters set of beliefs and attitudes are actually rather distant from themselves and they have engenered within their own tenure an uncomfortable swing to nationalism as a direct response to their policies.	2009-02-21T21:12:00
duke5	MPs	gpe	neg-towards	-1.69	It is an uncomfortable truth for Labour ministers and MPs to accept but their voters set of beliefs and attitudes are actually rather distant from themselves and they have engenered within their own tenure an uncomfortable swing to nationalism as a direct response to their policies.	2009-02-21T21:12:00
duke5	MPs	gpe	pos-towards	1.6	It is an uncomfortable truth for Labour ministers and MPs to accept but their voters set of beliefs and attitudes are actually rather distant from themselves and they have engenered within their own tenure an uncomfortable swing to nationalism as a direct response to their policies.	2009-02-21T21:12:00
duke5	New Labour	org	neg-towards	-1.705555556	Yes I am very much against Labour because I do not believe they serve a purpose.	2009-02-21T21:55:00
duke5	New Labour	org	neg-towards	-1.946666667	In my view they merey destroy all in their path with little genuine results.	2009-02-21T21:55:00
duke5	New Labour	org	pos-towards	0.915555556	the white working-class male (and his female peers) feel very hard done by the Labour party they have devoted their lifelong suffrage to unlike any other time in history.	2009-02-21T21:30:00
duke5	New Labour	org	pos-towards	0.168888889	Yes I am very much against Labour because I do not believe they serve a purpose.	2009-02-21T21:55:00
duke5	parties	org	pos-towards	1.156666667	"We're discussing the British turn of events and I aruge that we have never been a nation that votes for parties like the BNP, we switch between centrist/centre-left in the good times and centre-right in the bad times, we untypically reject nationalism unlike your European/French example(s)."	2009-02-21T21:12:00
duke5	people	per	pos-towards	0.736666667	"As for the topic, the BNP are ironically a disellusioned faction of the core Labour vote and the rise of the BNP, you have ONE lot of people to blame, the Labour government."	2009-02-21T20:17:00
duke5	Peter Hain	per	pos-towards	1.444444444	"Finally, read this and eat humble pie, even Peter Hain, one of Labour's most learned, agrees with me (and everyone but you)."	2009-02-21T23:39:00
duke5	pubs	fac	pos-towards	1.187777778	"This is very broad I know and I could be more specific, but I drink in pubs and listen to the bile BNP voters churn and I deem myself well learned in their, basic, but obviously topical beliefs."	2009-02-21T21:30:00
duke5	their	per	pos-towards	1.413333333	"Some Conservatives may believe that the BNP or UKIP now espouse their true beliefs but usually the Tory voter is aspirant, middle-class, who wants to pursue a stable financial grounding for his/her kin rather than wanting to deport non-whites like the BNP want."	2009-02-21T20:44:00
duke5	their	per	pos-towards	1.257777778	the white working-class male (and his female peers) feel very hard done by the Labour party they have devoted their lifelong suffrage to unlike any other time in history.	2009-02-21T21:30:00
duke5	them	per	pos-towards	1.156666667	"Labour voters of the non liberal elite / public worker type tend to vote for them without much though, politically, so the switch to the BNP is greatest in hitherto Labour strongholds."	2009-02-21T20:44:00
duke5	they	per	neg-towards	-1.417777778	"It is clear, and has been for some time, that the BNP is overwhelmingly benefiting from disenchanted Labour voters, voting for the Right (Con) is tribally frowned upon so is not even given an educated thought and they do not trust nor understand the Libs."	2009-02-21T21:12:00
duke5	they	per	pos-towards	0.915555556	the white working-class male (and his female peers) feel very hard done by the Labour party they have devoted their lifelong suffrage to unlike any other time in history.	2009-02-21T21:30:00
duke5	Tories	org	neg-towards	-0.78	"They will be concerned by the rising tide of nationalism like Labour for altruistic reasons, it is unpalatable and, well not nice, but they don't have the problem."	2009-02-21T21:12:00
duke5	Tories	org	neg-towards	-0.951111111	You've just made that up in a desperate attempt to clump the Tories with the far right.	2009-02-21T23:39:00
duke5	voters	per	neg-towards	-0.313333333	It is an uncomfortable truth for Labour ministers and MPs to accept but their voters set of beliefs and attitudes are actually rather distant from themselves and they have engenered within their own tenure an uncomfortable swing to nationalism as a direct response to their policies.	2009-02-21T21:12:00
duke5	voters	per	pos-towards	1.125555556	"It is clear, and has been for some time, that the BNP is overwhelmingly benefiting from disenchanted Labour voters, voting for the Right (Con) is tribally frowned upon so is not even given an educated thought and they do not trust nor understand the Libs."	2009-02-21T21:12:00
EducatingBrogan	BNP and Front Nationale	org	pos-towards	1.187777778	"But Nick Griffin is an incompetant hypocrite, and he certainly doesn't do anything to lower the view of the BNP as neo-Nazi racists."	2009-02-21T20:10:00
EducatingBrogan	BNP and Front Nationale	org	pos-towards	0.806666667	"I do think, however, that it would be worth considering people's reasons for electing the BNP- they are not necessairly racists- there are other BNP policies which may be drawing the votes in, which would be interesting to find out about."	2009-02-21T20:10:00
EducatingBrogan	"British National ""Party"	org	neg-towards	-0.414444444	"I can't stand the man, but am indifferent to the party; I trust they'll never get in, so see little point in kicking up a fuss."	2009-02-21T20:10:00
EducatingBrogan	Nick Griffin	per	neg-towards	-1.472222222	"But Nick Griffin is an incompetant hypocrite, and he certainly doesn't do anything to lower the view of the BNP as neo-Nazi racists."	2009-02-21T20:10:00
EducatingBrogan	Nick Griffin	per	pos-towards	1.195555556	"I can't stand the man, but am indifferent to the party; I trust they'll never get in, so see little point in kicking up a fuss."	2009-02-21T20:10:00
EducatingBrogan	Non European	gpe	pos-towards	2.183333333	"I do think, however, that it would be worth considering people's reasons for electing the BNP- they are not necessairly racists- there are other BNP policies which may be drawing the votes in, which would be interesting to find out about."	2009-02-21T20:10:00
EducatingBrogan	racists	per	neg-towards	-0.585555556	"But Nick Griffin is an incompetant hypocrite, and he certainly doesn't do anything to lower the view of the BNP as neo-Nazi racists."	2009-02-21T20:10:00
EducatingBrogan	racists	per	pos-towards	1.187777778	"But Nick Griffin is an incompetant hypocrite, and he certainly doesn't do anything to lower the view of the BNP as neo-Nazi racists."	2009-02-21T20:10:00
EffieFlowers	america	gpe	pos-towards	1.833333333	London is better. But America is generally a greater place.	2010-02-21T18:04:00
EpsilonZero	who	per	pos-towards	1.81	There are several articulate Christians on here who'll eat you alive for that comment.	2008-07-30T23:47:00
EskimoJo	area	loc	pos-towards	0.884444444	"If some British Pakistani boy was born and grew up in the same area as you, went to your school, had the same hobbies as you, like the same music, had the same sort of sense of humour etc."	2009-02-21T18:54:00
EskimoJo	boy	per	pos-towards	0.884444444	"If some British Pakistani boy was born and grew up in the same area as you, went to your school, had the same hobbies as you, like the same music, had the same sort of sense of humour etc."	2009-02-21T18:54:00
EskimoJo	British Pakistani	gpe	pos-towards	0.915555556	"If some British Pakistani boy was born and grew up in the same area as you, went to your school, had the same hobbies as you, like the same music, had the same sort of sense of humour etc."	2009-02-21T18:54:00
EskimoJo	JMonkey Pavliks	per	neg-towards	-0.92	You're not related to every White person in existence!	2009-02-21T18:54:00
EskimoJo	JMonkey Pavliks	per	pos-towards	1.848888889	"If some British Pakistani boy was born and grew up in the same area as you, went to your school, had the same hobbies as you, like the same music, had the same sort of sense of humour etc."	2009-02-21T18:54:00
EskimoJo	JMonkey Pavliks	per	pos-towards	0.697777778	"Or, if you are related to every White person, then you're probably distantly related to every person. <img src=""http://static.tsrfiles.co.uk/images/smilies/dontknow.gif"" alt="":dontknow:""/>"	2009-02-21T18:54:00
EskimoJo	person	per	neg-towards	-0.92	You're not related to every White person in existence!	2009-02-21T18:54:00
EskimoJo	person	per	pos-towards	0.697777778	"Or, if you are related to every White person, then you're probably distantly related to every person. <img src=""http://static.tsrfiles.co.uk/images/smilies/dontknow.gif"" alt="":dontknow:""/>"	2009-02-21T18:54:00
Evanesyne	New York London	gpe	pos-towards	0.627777778	New York hands down.	2010-02-21T18:25:00
fliss_pop	London	gpe	neg-towards	-2.071111111	"i've never liked London, it just has the wrong feeling in the air for me."	2010-02-21T14:51:00
fliss_pop	New York London	gpe	pos-towards	2.517777778	New York therefore partly by default and partly by being utterly fabulous wins.	2010-02-21T14:51:00
FormerlyHistoryStudent	London	gpe	neg-towards	-1.495555556	"EDIT: I think a lot of people are saying New York because of the novelty of it - London doesn't seem as interesting because they've lived in Britain all their lives - 'familiarity breed contempt', if you will."	2010-02-21T14:35:00
FormerlyHistoryStudent	shops	fac	pos-towards	0.596666667	"There's so much history everywhere, and green parks, and things to see and do, different markets, brilliant shops and places to eat and drink..."	2010-02-21T14:35:00
galladriel	girls	per	pos-towards	2.167777778	With handsome boys and beautiful girls as a bate.	2008-07-27T18:08:00
galladriel	judge	per	pos-towards	1.498888889	"The worst part is that I found a scientology book in my mother's house -the dentist had given it to her- and when I asked her about it she went crazy ""I like their ideas and there is nothing wrong with that and don't judge what you don't know...."	2008-07-27T18:08:00
galladriel	mother	per	pos-towards	1.646666667	"The worst part is that I found a scientology book in my mother's house -the dentist had given it to her- and when I asked her about it she went crazy ""I like their ideas and there is nothing wrong with that and don't judge what you don't know...."	2008-07-27T18:08:00
galladriel	people	per	neg-towards	-0.134444444	"But scientology makes me mad <img src=""http://static.tsrfiles.co.uk/images/smilies/mad.gif"" alt="":mad:""/> And what they do -tricking people into entering their cult- is prohibited by my country's constitution <img src=""http://static.tsrfiles.co.uk/images/smilies/mad.gif"" alt="":mad:""/>"	2008-07-27T18:08:00
galladriel	she	per	pos-towards	0.612222222	"The worst part is that I found a scientology book in my mother's house -the dentist had given it to her- and when I asked her about it she went crazy ""I like their ideas and there is nothing wrong with that and don't judge what you don't know...."	2008-07-27T18:08:00
galladriel	those	per	pos-towards	1.942222222	I'm an agnostic and I tend to question every religion but still I respect those who believe in a greater power.	2008-07-27T18:08:00
galladriel	who	per	pos-towards	1.483333333	I'm an agnostic and I tend to question every religion but still I respect those who believe in a greater power.	2008-07-27T18:08:00
GeoTom	Beck	per	pos-towards	2.782222222	Just had my love of Beck tainted when i found out he was actually brought up a Scientologist.	2008-07-11T12:37:00
Giggsy's Girl	america	gpe	pos-towards	0.666666667	"Then again, there's so much of London I haven't seen and I prefer England to America any day."	2010-02-21T19:50:00
Giggsy's Girl	happinessmachine	per	pos-towards	1.164444444	The women look at you with JEALOUSY a lot on the streets if you are a pretty girl.	2010-03-20T22:45:00
Giggsy's Girl	happinessmachine	per	pos-towards	1.094444444	In London you can feel more girl power and the English girls and foreigner girls who live in London are WAY NICER than the girls in NYC.	2010-03-20T22:45:00
Giggsy's Girl	New England	loc	pos-towards	0.666666667	"Then again, there's so much of London I haven't seen and I prefer England to America any day."	2010-02-21T19:50:00
halbeth	BNP and Front Nationale	org	neg-towards	-2.74	"The BNP could never win, there are too many rational and decent people of all races."	2009-02-22T18:09:00
halbeth	british	per	pos-towards	1.413333333	"Frankly I doubt many residents of Britain are of the true 'british' race, they'll all be a vast mix of germanic, gallic, norse, celtic and often influences from even further afield."	2009-02-27T18:09:00
halbeth	British Pakistani	gpe	pos-towards	1.288888889	"I highly doubt many other people within the United Kingdom are 'pure' Britain, and if you think otherwise you'll be deluding yourself."	2009-02-27T18:09:00
halbeth	Jews	per	neg-towards	-0.367777778	"I've traced my ancestry and it turns out I'm descended from German Jews, English (presumably Anglo-Saxon), Scottish and French."	2009-02-27T18:09:00
halbeth	Jews	per	pos-towards	0.721111111	"+1, Christianity essentially comes from the same race as the Jews, and oh wait, aren't they evil aliens as well? =P"	2009-02-26T22:19:00
halbeth	JMonkey Pavliks	per	neg-towards	-0.165555556	"Actually, I seem to recall that you yourself admitted that you didn't understand what he was saying."	2009-02-27T23:20:00
halbeth	people	per	neg-towards	-2.74	"The BNP could never win, there are too many rational and decent people of all races."	2009-02-22T18:09:00
halbeth	they	per	neg-towards	-1.332222222	"Frankly I doubt many residents of Britain are of the true 'british' race, they'll all be a vast mix of germanic, gallic, norse, celtic and often influences from even further afield."	2009-02-27T18:09:00
Heckler and Koch	BNP and Front Nationale	org	neg-towards	-1.581111111	I don't support the BNP but I understand some of their arguments.	2009-02-21T19:49:00
Heckler and Koch	JMonkey Pavliks	per	neg-towards	-2.592222222	And I don't think you could call it genocide unless people were actually killed as a result of their race.	2009-02-21T19:58:00
Heckler and Koch	one	per	pos-towards	1.848888889	It comes from the fact that the Jews used to be the money lenders and of course no one likes paying back a loan.	2009-02-21T19:49:00
Heckler and Koch	people	per	neg-towards	-2.592222222	And I don't think you could call it genocide unless people were actually killed as a result of their race.	2009-02-21T19:58:00
HotCoco.	NY &gt; London	org	neg-towards	-2.281111111	"I prefer London though as it can be quirky and random most times. <img src=""images/smilies/biggrin.png""/> I felt disappointed with my first visit to NY, totally overrated."	2010-02-21T18:41:00
HumanNature1992	cities	gpe	pos-towards	1.763333333	I've been both and both are vibrant wonderful multicultural cities!!	2010-02-21T14:14:00
HumanNature1992	London	gpe	pos-towards	0.557777778	"London has amazing history whereas New York posesses a certain ""buzz"" to it like no other."	2010-02-21T14:14:00
HumanNature1992	New York London	gpe	pos-towards	1.848888889	"London has amazing history whereas New York posesses a certain ""buzz"" to it like no other."	2010-02-21T14:14:00
HumanNature1992	Newyork	per	pos-towards	1.094444444	"But i can't say which one I prefer <img src=""http://static.tsrfiles.co.uk/images/smilies/p.gif"" alt="":p:""/>...both are nice, with Newyork having a different feel to it, yet very much worth the visit!! <img src=""images/smilies/smile.png""/>"	2010-02-21T14:14:00
ich weiss nicht	they	per	neg-towards	-1.581111111	"This means they have probably never experienced superficial discrimination before. 'Superficial' as aspects people can't change, not ""eggh they're takin' our feckin jobs and resources""."	2009-02-23T18:37:00
Jfranny	London	gpe	pos-towards	1.498888889	"I've been to both, how can you say you feel safer in NYC, London feels so much more safer to me.., but I'm not sure - probably London as I'm an english boy at heart and will always be."	2010-02-21T14:08:00
Jfranny	NYC	gpe	pos-towards	1.498888889	"I've been to both, how can you say you feel safer in NYC, London feels so much more safer to me.., but I'm not sure - probably London as I'm an english boy at heart and will always be."	2010-02-21T14:08:00
JMonkey	A. W. F. Edwards	per	neg-towards	-0.888888889	"Basically their aim is to target areas where there is friction between us and Johnny foreigner, and exploit people who are naturally bigoted anyway or just ignorant."	2009-02-21T19:44:00
JMonkey	A. W. F. Edwards	per	neg-towards	-0.608888889	Since our school system has gone all liberal I don't see this as being much of a problem.	2009-02-22T12:44:00
JMonkey	A. W. F. Edwards	per	neg-towards	-0.406666667	"So it is and will remain a moot point between us, if not science."	2009-03-01T20:40:00
JMonkey	A. W. F. Edwards	per	neg-towards	-2.203333333	They are stupider than us mmmkay.	2009-03-08T21:36:00
JMonkey	A. W. F. Edwards	per	pos-towards	1.848888889	That nationalist like to use to stir up idiotic patriotic frothing at the mouth from far right antagonists and the usual Daily Mail reading closeted middle class hypocrite.	2009-03-08T14:49:00
JMonkey	Adolf Ap Hitler	per	neg-towards	-0.297777778	"To be frank I think even with a rise which I doubt will be exponential, I don't see them having any serious impact unless Zombie Hitler comes back with all his henchmen from the underworld."	2009-02-22T13:44:00
JMonkey	Adolf Ap Hitler	per	neg-towards	-0.818888889	I can see why this guy isn't published in a journal).	2009-02-27T13:45:00
JMonkey	Adolf Ap Hitler	per	neg-towards	-2.405555556	And this Deineke guy is obviously a thinly veiled racialist/racist himself.	2009-02-28T14:13:00
JMonkey	Adolf Ap Hitler	per	neg-towards	-1.378888889	"I really pity him, if someone with any genetic expertise were to tackle him he'd be even more pwned."	2009-03-01T13:09:00
JMonkey	Adolf Ap Hitler	per	pos-towards	1.848888889	It's almost as if he's trying like a creationist to prove evolution wrong.	2009-03-01T13:09:00
JMonkey	Africans	per	pos-towards	0.596666667	He spent five paragraphs saying that Africans are different to Europeans.	2009-03-05T13:27:00
JMonkey	Africans	per	pos-towards	0.596666667	So just saying Africans are 3% different from Europeans and 1% different from indians means absolutely nothing.	2009-03-05T13:27:00
JMonkey	Angles	gpe	neg-towards	-1.347777778	"The Angles, the Saxons and Jutes, the Danes/Vikings, the Normans, the Romans, the French and even those peace loving pragmatists the Germans, well almost invaded, only by air and the Channel Islands."	2009-02-26T20:22:00
JMonkey	anyone	per	neg-towards	-1.55	"Because that's not how anyone feels, and it's unfair to label a majority based on a minority."	2009-02-26T14:19:00
JMonkey	anyone	per	neg-towards	-2.055555556	Muslims are a grave threat to anyone who uses public transport in London and that's about it.	2009-02-26T14:44:00
JMonkey	anyone	per	neg-towards	-1.293333333	"What are we going to do exactly, restrict anyone who looks mildly foreign from entry because they are 1 shade darker than white."	2009-03-08T13:27:00
JMonkey	anyone	per	neg-towards	-1.48	Pity we don't get it enough to vote in anyone that backward and ignorant.	2009-03-08T21:30:00
JMonkey	anyone	per	pos-towards	1.553333333	"I've never seen such a poor understanding of the basics of science from anyone, now I can see why the BNP targets the uneducated, it's much easier to brainwash someone who has no idea what they are talking about and lives in an underground bunker."	2009-02-28T11:52:00
JMonkey	anyone	per	pos-towards	0.97	"Wish I knew someone on here who knows anything about biology, but clearly there isn't anyone, so poor little A' level me has to explain the basics, to what lets face it is beyond racialist ideology."	2009-02-28T16:08:00
JMonkey	anyone	per	pos-towards	1.817777778	"Or evidence for the out of Africa hypothesis and is support of clines, it might make a difference and I am educated enough to know that that is no basis for distinction, in fact anyone with a GCSE probably knows that."	2009-03-05T13:27:00
JMonkey	anyone	per	pos-towards	0.705555556	"How anyone could hold up the Zanu PF as a model of anything is beyond me. <img src=""http://static.tsrfiles.co.uk/images/smilies/rolleyes.gif"" alt="":rolleyes:""/>"	2009-03-08T15:11:00
JMonkey	anyone	per	pos-towards	1.156666667	Pity we don't get it enough to vote in anyone that backward and ignorant.	2009-03-08T21:30:00
JMonkey	area	loc	pos-towards	1.156666667	That's why Pakistan has such a huge amount of action in that area at the moment from both internal nutjobs and external nutjobs.	2009-03-08T12:48:00
JMonkey	areas	loc	neg-towards	-1.161111111	"Basically their aim is to target areas where there is friction between us and Johnny foreigner, and exploit people who are naturally bigoted anyway or just ignorant."	2009-02-21T19:44:00
JMonkey	Arminius	per	neg-towards	-1.581111111	"1) Nobody should be 'kept down' in a free and democratic country - you believing its ok to persecute the BNP (and they are persecuted - job losses for members following the leaked list, general vilification in the media without justification, laws that curb free speech)"	2009-03-04T01:44:00
JMonkey	Arminius	per	neg-towards	-1.277777778	"2) Just because something is extreme, does not make it bad - you smack of the attitude that 'mainstream is right' - just make up your own mind about what is correct regardless of its popularity."	2009-03-04T01:44:00
JMonkey	Arminius	per	neg-towards	-0.78	it takes a greater man to poke his head out against the prevailing wisdom than a man who retreats to the safety of conformity.	2009-03-04T01:44:00
JMonkey	Arminius	per	neg-towards	-1.184444444	"Sorry, you seem to be implying that migration makes as more sustainable."	2009-03-04T12:59:00
JMonkey	Arminius	per	neg-towards	-0.78	There is nothing wrong with opposing the introduction of Islam into your country.	2009-03-08T12:42:00
JMonkey	Arminius	per	pos-towards	1.483333333	"1) Nobody should be 'kept down' in a free and democratic country - you believing its ok to persecute the BNP (and they are persecuted - job losses for members following the leaked list, general vilification in the media without justification, laws that curb free speech)"	2009-03-04T01:44:00
JMonkey	Arminius	per	pos-towards	1.016666667	"2) Just because something is extreme, does not make it bad - you smack of the attitude that 'mainstream is right' - just make up your own mind about what is correct regardless of its popularity."	2009-03-04T01:44:00
JMonkey	Arminius	per	pos-towards	1.833333333	it takes a greater man to poke his head out against the prevailing wisdom than a man who retreats to the safety of conformity.	2009-03-04T01:44:00
JMonkey	Arminius	per	pos-towards	0.62	"You obviously havne not noticed the massive wealth transfer from west to east, we are a big debtor nation now and we used to be a creditor."	2009-03-04T12:59:00
JMonkey	Arminius	per	pos-towards	2.128888889	"He does not hate muslims, or Islam."	2009-03-08T12:42:00
JMonkey	Arminius	per	pos-towards	0.946666667	"He questions the 'wisdom' of allowing it to come to this country and spread, given its core values are incompatible with ours,"	2009-03-08T12:42:00
JMonkey	Arminius	per	pos-towards	2.066666667	"Branding people with labels is very easy and effective, but the truth is putting your head in the sand over the issue won't make it go away."	2009-03-08T12:42:00
JMonkey	AusRoy	per	neg-towards	-0.694444444	"I think you'll find that when something like that happens, ther support will crumble."	2009-02-21T15:09:00
JMonkey	Bagration	per	neg-towards	-2.25	"OK, you're retarded."	2009-02-21T18:47:00
JMonkey	Bagration	per	pos-towards	0.892222222	"The Nazis wanted the East, if they had it - well, I don't think you can accurately predict whether they'd have attacked the West but if they had they certainly wouldn't have conquered us anyway."	2009-02-22T11:32:00
JMonkey	Bell Curve	org	neg-towards	-1.223333333	"Jesus I suspect I'm going to be regailed with some junk research like The Bell Curve soon, which has been completely debunked."	2009-02-27T12:51:00
JMonkey	Bell Curve	org	pos-towards	1.055555556	"Jesus I suspect I'm going to be regailed with some junk research like The Bell Curve soon, which has been completely debunked."	2009-02-27T12:51:00
JMonkey	bigots	per	neg-towards	-2.53	"<img src=""http://static.tsrfiles.co.uk/images/smilies/fuhrer.gif"" alt="":fuhrer:""/> worthless neg from bigots, who cares."	2009-02-28T22:01:00
JMonkey	billydisco	per	neg-towards	-0.818888889	"This is why you wont get votes, you're too extremist."	2009-02-21T17:46:00
JMonkey	billydisco	per	neg-towards	-0.15	If you guys actually had a little intelligence you could actually win quite a few seats.	2009-02-21T17:46:00
JMonkey	billydisco	per	neg-towards	-1.067777778	Thats where your party falters mate and makes you lot look a laughing stock........	2009-02-21T17:59:00
JMonkey	billydisco	per	neg-towards	-1.363333333	Jeez you talk some rubbish!	2009-02-23T16:50:00
JMonkey	billydisco	per	neg-towards	-0.243333333	"To be honest you're not exactly the brightest bulb in the xmas tree, so for sake of humanity we probably dont want that.........."	2009-02-23T20:38:00
JMonkey	billydisco	per	pos-towards	2.517777778	If you guys actually had a little intelligence you could actually win quite a few seats.	2009-02-21T17:46:00
JMonkey	billydisco	per	pos-towards	0.557777778	"So basically you would rather have a white northern benefit cheat living here, rather than a hard working indian because the indian is not white or 'properly' British........"	2009-02-21T17:59:00
JMonkey	billydisco	per	pos-towards	1.343333333	Thats where your party falters mate and makes you lot look a laughing stock........	2009-02-21T17:59:00
JMonkey	billydisco	per	pos-towards	0.697777778	You're going on about 'my child' when ive mentioned 2 random people you aren related to.	2009-02-21T18:31:00
JMonkey	billydisco	per	pos-towards	1.833333333	One being a great member to society and the other not.....	2009-02-21T18:31:00
JMonkey	billydisco	per	pos-towards	1.848888889	"You're not of British descent, like most of us so what you say is quite hillarious!"	2009-02-21T19:03:00
JMonkey	billydisco	per	pos-towards	1.833333333	"To be honest you're not exactly the brightest bulb in the xmas tree, so for sake of humanity we probably dont want that.........."	2009-02-23T20:38:00
JMonkey	Black	per	pos-towards	1.444444444	"Lol I have been in discussion with a geneticist who works in a HIV lab, and she agreed with everything I said."	2009-03-01T21:10:00
JMonkey	BNP and Front Nationale	org	neg-towards	-1.503333333	"I mean the BNP are just what happens in a democracy, and likewise there lack of success is what happens in a Universal one."	2009-02-22T14:32:00
JMonkey	BNP and Front Nationale	org	neg-towards	-1.363333333	This reminds me of the usual smoke and mirrors tactic of the BNP.	2009-02-24T12:08:00
JMonkey	BNP and Front Nationale	org	neg-towards	-1.666666667	"I've never seen such a poor understanding of the basics of science from anyone, now I can see why the BNP targets the uneducated, it's much easier to brainwash someone who has no idea what they are talking about and lives in an underground bunker."	2009-02-28T11:52:00
JMonkey	BNP and Front Nationale	org	neg-towards	-0.461111111	We can all manipulate statistics to make totally opposite conclusions to the original paper.	2009-03-05T13:27:00
JMonkey	BNP and Front Nationale	org	pos-towards	1.156666667	"It's still bs but it's bs with citations, instead of just bs generally foisted off on the average BNP voting mushroom."	2009-02-24T12:08:00
JMonkey	BNP and Front Nationale	org	pos-towards	0.028888889	"The BNP uses corrupt and faulty reasoning to encourage racial divide, to me they are little more than neo Nazis, with a modern PC veneer."	2009-02-25T12:02:00
JMonkey	BNP and Front Nationale	org	pos-towards	1.094444444	"Honestly its a nice slant on the we are threatened and will be less threatened honest under the BNP, but its garbage."	2009-03-08T13:56:00
JMonkey	BNP and Front Nationale	org	pos-towards	1.141111111	"And that's where we differ, but then since its academic as the BNP will never get into power, that's what it will remain."	2009-03-08T15:39:00
